fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,July,31,UTTAR PRADESH,3129,SITAPUR,5390943,214.637994408399,34,700,5228.835099852,11475,7,78450,5390943,1812748,247096,4015,381,277.01922,17076.866254752,154316,191354,416623,599852,787,554721,850902,89925,11571.0119349,1893599,61,27.42,25.51,102.57,NA
2023-2024,July,31,UTTAR PRADESH,3138,JALAUN,4927219,203.276297634365,43,478,1658.584651889,5154,1,28345,4926669,1477328,89520,442,11,125.27593,11798.610921789,113184,151851,179951,266832,1164,204143,368898,33499,10014.7503399,1880919,42,20.25,46.72,100.35,NA
2023-2024,July,31,UTTAR PRADESH,3143,FATEHPUR,2300466,212.512016225719,34,260,687.575584412,4369,8,46170,2300422,734724,91136,1295,93,200.92347,5777.172228312,67240,74455,183357,229598,95,241833,320927,50539,4888.6731739,1123821,67,24.14,13.04,100.56,NA
2023-2024,July,31,UTTAR PRADESH,3144,PRATAPGARH,3213739,199.737926101031,37,138,2501.32448444,7968,32,59957,3213739,1150401,109944,8073,568,191.15401,9111.53412334,85672,89577,237772,270178,289,312807,379192,67925,6419.0556289,1766239,58,30.05,16.22,103.74,NA
2023-2024,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,3642866,209.774950551413,36,211,3822.822500387,12320,6,67185,3639740,1440205,197666,1738,190,223.26975,11681.355035587,100992,123743,298069,419525,447,405198,583753,79505,7635.2627852,1882723,65,19.05,26.24,102.08,NA
2023-2024,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,4020889,221.939046826165,31,385,5884.997152716,6095,0,45648,4020893,916259,90350,21680,2105,154.63949,14963.568240816,129111,153399,277166,399216,405,342878,507301,51743,8923.9315981,1971693,47,32.01,30.16,100.04,NA
2023-2024,July,31,UTTAR PRADESH,3156,MAU,2979914,219.441990949133,35,245,1994.920098227,3046,12,25020,2979162,1037285,85044,43566,3242,143.46463,8675.91713462701,84385,94973,187889,237742,260,243804,326248,28066,6537.5324064,1576274,43,28.21,36.62,100.09,NA
2023-2024,July,31,UTTAR PRADESH,3163,SONBHADRA,2664918,210.710306283345,33,378,2329.31660965201,4975,4,49734,2664918,801176,94286,726508,91339,133.72605,8078.29953965201,78493,104176,203547,310701,521,252838,407854,54709,5615.25688,1403854,73,31.56,26.91,100.2,NA
2023-2024,July,31,UTTAR PRADESH,3168,KANNAUJ,1208948,207.828807690653,29,115,262.980319241,1429,5,23063,1208948,341676,44687,27,3,79.45196,2854.974493241,41255,45161,101559,128060,97,126557,185579,24492,2512.542214,321504,45,36.49,17.19,100.87,NA
2023-2024,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,2865490,217.859500000698,30,331,3400.074887314,4344,6,43889,2865484,728215,84837,18959,2047,199.59143,9842.395432314,93525,111486,230568,313066,116,343834,481897,48233,6242.729115,1180939,41,41.74,16.08,101.15,NA
2023-2024,July,31,UTTAR PRADESH,3175,BALRAMPUR,2721592,214.185574263152,37,97,3276.412101344,3322,8,25240,2721592,703215,42725,46593,3360,180.68334,9286.352895644,73132,80585,142677,169723,335,171301,241111,28562,5829.2574543,1154547,43,48.52,15.97,101.11,NA
2023-2024,July,31,UTTAR PRADESH,3180,KASHGANJ,1303851,205.545262725572,28,294,1891.990749844,967,2,11823,1303851,288640,30285,1285,94,68.9466,4640.941313344,46293,53110,95566,132013,75,109328,154798,12790,2680.0039635,352553,24,42.22,13.92,100.43,NA
2023-2024,July,31,UTTAR PRADESH,3183,SHAMLI,149165,185.330516234001,26,6,16.8260129,265,5,4876,151811,27504,4443,551,48,2.14279,300.3209129,5652,6560,21222,26109,4,42354,60725,5141,281.35211,51575,15,24.14,33.04,99.89,NA
2023-2024,Sep,31,UTTAR PRADESH,3109,BIJNOR,2693962,212.327252809919,23,250,2374.216129909,7043,7,24233,2693494,1028591,125358,8995,920,113.30459,8206.542534709,114391,138596,208006,294512,551,250257,366252,31276,5719.0218148,823086,30,44.7,17.32,100.54,NA
2023-2024,Feb,31,UTTAR PRADESH,3111,RAMPUR,4037199,225.774510805867,48,266,4714.97318065101,9494,4,15245,3938416,799853,37983,1371,65,289.3075,13896.220138151,80506,92548,125529,153302,4101,155174,186575,24739,8891.9394575,962323,29,27.76,24.11,103.62,NA
2023-2024,Feb,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,907679,224.166994726376,43,45,456.90009203,1973,4,7920,895589,250052,15225,1305,118,23.77224,2488.28727843,20817,23307,44983,51643,867,76149,86312,9893,2007.6149464,336583,18,31.54,43.31,104.35,NA
2023-2024,Feb,31,UTTAR PRADESH,3118,ALIGARH,3246588,225.252025791472,39,201,2850.359954896,9127,1,20004,3273175,784163,45154,4027,245,174.13262,10397.385570096,83445,93565,147412,178095,2798,182815,218670,29131,7372.8929952,883984,26,38.25,27.72,99.95,NA
2023-2024,Feb,31,UTTAR PRADESH,3132,LUCKNOW,1393243,226.011252248114,42,151,1419.535196482,4855,4,13008,1408403,847943,72993,4470,324,247.8302,4850.514653482,33182,39591,80249,113292,1714,127280,187802,17863,3183.149257,477028,38,31.54,16.61,101.15,NA
2023-2024,Feb,31,UTTAR PRADESH,3146,BAHRAICH,11547135,221.757263647003,59,337,4776.772802763,32093,9,67875,11628909,2244618,85989,67637,2326,710.16533,31274.888523163,195355,228214,302920,377183,21460,378548,463063,99968,25787.9503904,5422774,67,31.7,12.42,100.94,NA
2023-2024,Feb,31,UTTAR PRADESH,3147,GONDA,4996462,218.367387396215,50,252,2657.482421519,15019,12,36215,5153912,1246198,63765,4112,231,343.24821,14255.193614619,102367,110789,209071,240204,4035,302234,340506,51234,11254.4629831,2479274,54,29.32,23.13,101.41,NA
2023-2024,Feb,31,UTTAR PRADESH,3158,JAUNPUR,11725858,223.328598913453,53,878,7059.07865753,25017,12,73600,11737362,4003673,140282,521,10,535.76466,33807.72942153,218889,229261,342124,373076,12496,435981,472667,98617,26212.886104,6176399,59,27.39,23.97,100.44,NA
2023-2024,Feb,31,UTTAR PRADESH,3166,HATHRAS,1212890,218.030862204901,37,35,737.393397781,2828,12,9893,1226495,401196,27991,1103,63,177.36889,3588.899911181,32701,38903,64706,84732,1168,75872,97718,12721,2674.1376234,285542,13,57.04,7.44,100.74,NA
2023-2024,Feb,31,UTTAR PRADESH,3175,BALRAMPUR,5573296,219.69103900708,51,188,4605.18714772,14793,4,22731,5703503,1445725,42947,110303,3364,325.31178,17460.58392822,110852,123448,143803,170937,10599,172989,202540,37524,12530.0850005,2412805,44,46.68,15.12,101.18,NA
2023-2024,Feb,31,UTTAR PRADESH,3177,CHITRAKOOT,2537473,225.682721263102,48,282,2318.932117286,6891,6,21531,2531545,933566,76147,440,30,165.6083,8197.800063286,52078,71356,109703,177642,3890,131801,209804,28422,5713.259646,1171510,75,38.57,7.31,100.09,NA
2023-2024,April,31,UTTAR PRADESH,3110,MORADABAD,209171,101.38888809062,15,18,0,375,320,17741,208785,36950,38476,215,126,4.88398,216.56877,13690,15640,132048,177852,1,173133,271687,18116,211.68479,66703,23,23.21,13.44,102.2,NA
2023-2024,April,31,UTTAR PRADESH,3111,RAMPUR,229658,143.34627280565,15,46,0,342,185,21672,229658,44977,37293,193,62,1.80786,331.0140432,14701,16247,122805,150158,0,151623,210792,22014,329.2061832,59036,27,15.93,13.01,102.85,NA
2023-2024,April,31,UTTAR PRADESH,3119,MATHURA,122835,113.522750030529,14,8,0,732,339,15273,122835,33994,43175,109,291,0.23364,139.67931,8412,9937,103757,140965,0,127734,206399,16005,139.44567,47881,10,17.46,8.59,101.22,NA
2023-2024,April,31,UTTAR PRADESH,3122,ETAH,131064,132.788385826772,13,21,0,208,178,20682,131064,22278,25478,11,44,3.65697,177.69474,10038,10900,98436,122679,0,130589,201284,20890,174.03777,54700,35,15.89,5.52,101.14,NA
2023-2024,April,31,UTTAR PRADESH,3127,SHAHJAHANPUR,358597,122.199310646771,20,136,0,553,405,44302,358597,92089,84947,176,94,5.22382,443.426882,17738,22935,203531,277169,0,271900,390764,44855,438.203062,147014,54,11.06,7.12,100.34,NA
2023-2024,April,31,UTTAR PRADESH,3130,HARDOI,733260,142.98968633227,18,103,0,956,233,61772,733260,246346,120311,830,454,20.70454,1069.190714,40040,43835,280352,338034,0,382055,573614,62728,1048.486174,274585,46,16.08,5.32,100.57,NA
2023-2024,April,31,UTTAR PRADESH,3137,KANPUR NAGAR,94073,170.074952430559,13,42,0,79,132,17978,94073,27808,42663,945,1120,0.3894,160.38401,7152,7760,72133,100064,0,104622,152117,18057,159.99461,36806,40,17.6,11.87,101.9,NA
2023-2024,April,31,UTTAR PRADESH,3138,JALAUN,767205,92.1148444939749,19,117,0,895,124,29868,767205,220234,88505,109,11,0.31152,707.0212127,39626,50656,176009,262108,1,198975,436941,30763,706.7096927,297532,38,15.56,19.42,100.96,NA
2023-2024,April,31,UTTAR PRADESH,3139,JHANSI,427520,91.3030815400449,21,81,0,354,119,26099,427520,126169,72589,3509,1734,5.11674,395.4556742,20124,25953,131021,207720,0,160963,272230,26453,390.3389342,185170,51,21.99,15.04,100.61,NA
2023-2024,April,31,UTTAR PRADESH,3144,PRATAPGARH,533246,99.4150150587159,19,34,0,1935,334,60524,533246,168036,109133,897,560,15.7125,545.8390912,26931,27932,234778,267107,0,308891,429509,62459,530.1265912,313253,56,31.41,5.9,103.75,NA
2023-2024,April,31,UTTAR PRADESH,3159,BALLIA,454192,106.685153910278,19,21,0,6207,196,42343,453446,68609,56922,13383,9412,1.87608,485.635643,23657,24993,191858,239108,0,263418,441720,48550,483.759563,287183,55,8.51,8.14,100.07,NA
2023-2024,April,31,UTTAR PRADESH,3163,SONBHADRA,712502,131.801450381894,22,138,0,911,13,51126,712502,202191,93829,193172,91034,14.68607,953.77404,32024,40441,202498,309309,0,250810,422944,52037,939.08797,369439,73,13.17,25.4,100.21,NA
2023-2024,April,31,UTTAR PRADESH,3165,BAGHPAT,1160,94.6318965517241,15,0,0,2,222,1987,1160,182,2216,0,13,1.5545,2.65223,75,96,5398,6977,0,16297,30579,1989,1.09773,563,9,6.65,0,135.43,NA
2023-2024,April,31,UTTAR PRADESH,3172,KUSHI NAGAR,507230,143.281986278414,13,131,0,1149,177,43326,507230,128537,84516,3503,2039,15.38014,742.149359,36725,42395,228959,311127,0,341542,531494,44475,726.769219,212576,38,23.64,8.35,100.95,NA
2023-2024,April,31,UTTAR PRADESH,3177,CHITRAKOOT,271577,92.635777698406,19,18,0,477,55,22798,271577,103275,75718,48,30,3.50208,255.079546,14196,17776,108328,175869,0,129441,280921,23275,251.577466,125239,71,13.96,4.31,99.85,NA
2023-2024,April,31,UTTAR PRADESH,3180,KASHGANJ,177410,95.1194498619018,11,74,0,224,227,10196,177410,36595,30037,118,92,1.0666,169.818016,14862,16159,94376,130725,0,107872,179131,10420,168.751416,50816,11,24.2,9.04,100.69,NA
2023-2024,May,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,140475,147.831886605082,17,18,0,319,150,6642,139971,40336,14937,274,118,7.0949,214.01667,7871,8786,43618,49927,0,74322,123435,6961,206.92177,59005,23,15.46,48.34,104.36,NA
2023-2024,May,31,UTTAR PRADESH,3120,AGRA,1371488,148.095972628298,24,126,0,842,20,22792,1366740,382368,56296,6963,838,0.77206,2024.8589563,56917,70446,132438,183666,4,164970,240562,23634,2024.0868963,563951,38,43.23,17.93,100.51,NA
2023-2024,May,31,UTTAR PRADESH,3140,LALITPUR,1235416,164.086783399276,26,113,0,2633,0,31400,1235416,250052,63462,69833,18951,51.22211,2078.376486,47435,63984,147354,245081,8,176561,319363,34033,2027.154376,553383,64,18.01,21.19,100.18,NA
2023-2024,May,31,UTTAR PRADESH,3141,HAMIRPUR,863586,150.968682447376,26,58,0,898,18,22634,863586,143344,48785,112,59,23.33905,1327.083456,32685,44116,127601,207088,29,157968,278593,23532,1303.744406,387485,55,38.67,16.88,99.94,NA
2023-2024,May,31,UTTAR PRADESH,3144,PRATAPGARH,1399464,153.693770650763,27,78,0,2535,82,63100,1399464,465592,109471,2721,562,35.69897,2186.5879605,50901,52867,235721,268072,0,310046,417475,65635,2150.8889905,808613,57,27.58,11.27,102.43,NA
2023-2024,May,31,UTTAR PRADESH,3145,PRAYAGRAJ,1963989,173.187832835939,27,145,0,10145,29,66993,1963903,702242,196894,1152,189,13.43545,3414.6764947,71587,86691,296812,417978,11,403318,592958,77138,3401.2410447,1063670,65,12.8,19.85,101.13,NA
2023-2024,May,31,UTTAR PRADESH,3156,MAU,1676653,150.55098436731,24,181,0,1119,25,25846,1676295,581504,84971,23525,3240,53.21414,2576.8927634,67607,74805,187711,237543,17,243475,334413,26965,2523.6786234,902155,43,22.64,28.08,100.07,NA
2023-2024,May,31,UTTAR PRADESH,3158,JAUNPUR,3060039,151.721237539783,24,158,0,2307,32,75516,3060039,1056983,139743,305,5,68.75621,4711.48525,124682,128801,340106,371013,6,432264,524574,77823,4642.72904,1643127,54,29.72,19.87,100.43,NA
2023-2024,May,31,UTTAR PRADESH,3161,VARANASI,581978,175.305636982841,23,120,0,1564,50,26065,581978,146494,56249,3091,1015,5.5905,1025.83074,25175,31284,101889,154941,0,139080,268966,27629,1020.24024,333679,59,14.83,7.64,100.4,NA
2023-2024,May,31,UTTAR PRADESH,3162,MIRZAPUR,971217,177.521486814996,24,59,0,3087,15,34012,971217,346973,128770,9239,3213,47.34279,1771.4616486,39060,48490,201137,299862,7,258220,405502,37099,1724.1188586,500837,55,25.02,11.64,99.9,NA
2023-2024,May,31,UTTAR PRADESH,3163,SONBHADRA,1304642,185.928890070993,27,217,0,2597,9,50763,1304642,366926,93985,361663,91174,47.86065,2473.56704,46697,60002,202862,309801,11,251615,416107,53360,2425.70639,679414,73,16.69,21.07,100.13,NA
2023-2024,May,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,279,290.713261648746,6,0,0,0,81,244,279,104,341,2,15,0,0.81109,41,41,870,969,0,11295,18378,244,0.81109,71,12,68.22,31.78,100,NA
2023-2024,May,31,UTTAR PRADESH,3168,KANNAUJ,541116,168.655860850539,20,66,0,538,16,22917,541116,150465,44434,0,3,41.97437,954.598218,25823,27833,100806,127265,0,125694,196142,23455,912.623848,162245,45,30.67,11.09,100.51,NA
2023-2024,May,31,UTTAR PRADESH,3182,HAPUR,37674,83.5294023862036,14,6,0,74,49,1735,37633,18660,4817,8,7,0,31.43462,2629,2824,9922,10931,0,15144,23291,1809,31.43462,15229,12,64.51,8.4,101.1,NA
2023-2024,Dec,31,UTTAR PRADESH,3115,MEERUT,747419,225.10408088742,46,31,472.85302641,921,5,7248,747335,322443,14708,4977,160,4.23507,2159.36967931,16137,17879,28430,33446,760,45326,55707,8169,1682.2815829,284714,22,57.6,15.31,102.61,NA
2023-2024,Dec,31,UTTAR PRADESH,3119,MATHURA,2542186,225.353028304203,43,91,2367.645354978,2608,20,15835,2541036,687854,43630,4406,299,112.7862,8206.733131278,58606,73230,105719,143137,2145,130442,177516,18443,5726.3015763,1009258,13,49.49,21.68,99.81,NA
2023-2024,Dec,31,UTTAR PRADESH,3121,FIROZABAD,3680840,223.070717760233,47,299,3357.267166183,9686,7,15800,3692598,1001660,32988,3148,133,78.77164,11673.143668783,77679,81409,104126,113630,1995,132618,148053,25486,8237.1048626,1525008,30,47.9,17.02,99.87,NA
2023-2024,Dec,31,UTTAR PRADESH,3123,MAINPURI,3938352,219.725975358248,44,194,1525.396888164,9938,3,20698,3937707,1012234,49789,5837,344,151.31954,10328.881540664,87573,102564,139100,179914,3106,183901,232129,30636,8652.16511249999,1410500,40,43.78,17.36,99.98,NA
2023-2024,Dec,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3553104,220.251984769326,38,548,2755.334592664,22805,0,32672,3553093,992864,85649,1648,97,311.54126,10892.633705864,92478,112379,206389,280265,2084,276114,361516,55477,7825.7578532,1129275,60,19.19,19.81,101.04,NA
2023-2024,Dec,31,UTTAR PRADESH,3132,LUCKNOW,1199451,222.018185569898,38,140,1419.535196482,3424,5,14258,1199451,721584,72946,3711,324,139.11854,4221.653083482,31118,36956,80164,113189,997,127105,187649,17682,2662.999347,413455,37,32.35,16.58,101.15,NA
2023-2024,Dec,31,UTTAR PRADESH,3134,FARRUKHABAD,2173367,221.760270574972,47,85,2146.6966277,6464,8,19043,2173150,461287,24823,0,1,121.90299,7087.7829377,46042,49731,87281,99521,1546,108102,122280,25507,4819.18332,649464,45,34.64,29.26,100.72,NA
2023-2024,Dec,31,UTTAR PRADESH,3142,BANDA,3332742,223.378374984953,47,302,1421.358971222,10869,2,48518,3331243,613251,69013,191,26,182.85445,9045.489901422,70128,94817,163280,263353,1873,209087,327561,59387,7441.2764802,1716252,83,36.79,13.87,101.45,NA
2023-2024,Dec,31,UTTAR PRADESH,3145,PRAYAGRAJ,6036739,224.423011084506,46,381,5158.5958752,26379,3,57951,6031933,2312792,198314,3074,190,311.74817,19007.3897104,128953,160012,299560,421293,4721,407716,554642,84330,13537.0456652,3097080,66,20.94,21.85,101.7,NA
2023-2024,Dec,31,UTTAR PRADESH,3157,AZAMGARH,7686207,221.188376575246,46,374,6311.282982424,28742,14,70079,7681976,2699664,147933,17356,766,492.50289,23795.423875724,165336,177969,326933,377584,3401,417356,499792,98821,16991.6380033,3835516,64,19.78,32.47,100.83,NA
2023-2024,Dec,31,UTTAR PRADESH,3159,BALLIA,4346067,224.400545151439,46,184,3348.144093414,21658,8,34721,4341711,786853,57462,147232,9506,293.52272,13384.489966314,94246,104629,195191,242649,1701,268576,324503,56379,9742.8231529,2262638,56,26.14,22.16,100.02,NA
2023-2024,Dec,31,UTTAR PRADESH,3160,GHAZIPUR,7920330,217.021399159159,42,566,5519.796414528,14054,1,48711,7908507,1753226,112909,75271,3903,319.63604,23002.584998528,187286,219490,323682,427645,2317,407180,526492,62765,17163.152544,3649355,57,34.42,21.2,99.85,NA
2023-2024,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,3704744,223.659090848718,42,466,3380.226140201,11206,1,30586,3704235,1417092,129251,38900,3237,226.85914,11891.943604101,87312,112900,202155,301110,2337,259947,375633,41792,8284.8583239,1874542,58,39.32,14.2,100.24,NA
2023-2024,Dec,31,UTTAR PRADESH,3166,HATHRAS,1132212,214.074940586268,35,32,737.258997781,2412,12,10140,1129621,369275,27959,1032,63,74.19156,3229.686042381,31882,37827,64607,84619,849,75718,98240,12552,2418.2354846,258662,13,61.48,7.45,100.41,NA
2023-2024,Dec,31,UTTAR PRADESH,3168,KANNAUJ,2527237,223.679666762388,42,329,1108.587189264,9287,4,17707,2528166,725397,44853,117,3,173.5601,6937.140573264,59294,66645,102265,128809,2066,127428,159906,26994,5654.993284,674140,44,34.47,24.25,101.69,NA
2023-2024,Dec,31,UTTAR PRADESH,3169,AURAIYA,1860732,218.662058480796,39,179,1830.990269768,5003,0,15091,1860474,792607,47647,6812,388,153.70315,6052.844165668,46881,52916,87188,109352,962,117624,143803,20094,4068.1507459,509060,38,39.92,6.28,100.69,NA
2023-2024,Dec,31,UTTAR PRADESH,3170,KAUSHAMBI,1876309,219.637063661285,39,159,3314.857403664,7510,46,20499,1871310,761950,69266,1593,97,104.00889,7528.956629664,47566,56908,105508,146769,885,133012,180963,28009,4110.090336,914514,65,33.19,38,102.55,NA
2023-2024,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1704938,223.546939973123,44,48,1468.132172901,6524,13,18263,1704070,572244,43479,5652,357,178.35823,5455.886742901,38586,45914,81486,109645,943,103375,135759,24787,3809.39634,1011718,67,24.98,27.1,101.48,NA
2023-2024,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,6378275,219.852899477366,49,246,7355.861758793,17146,10,43440,6370993,2079765,84125,5307,215,249.76417,21612.438764793,127475,141330,201931,241332,5722,233707,276366,60586,14006.812836,3586309,57,27.89,25.48,99.85,NA
2023-2024,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4089761,217.779808412042,44,175,4681.46192617,8522,0,50324,4094725,1349141,95342,9268,537,234.93052,13833.87670617,91407,105588,184048,242941,2600,235714,304530,58846,8917.48426,2084143,55,35.48,21.89,100.5,NA
2023-2024,Nov,31,UTTAR PRADESH,3109,BIJNOR,3448946,219.441541861401,27,280,2374.216129909,9436,5,22823,3447651,1320790,125517,11979,921,141.88555,10081.680192309,125227,153169,208546,295132,1307,250945,358982,32259,7565.5785124,1052549,31,46.54,16.38,100.42,NA
2023-2024,Nov,31,UTTAR PRADESH,3111,RAMPUR,3166975,214.785174014581,42,232,4714.97318065101,6491,5,17482,3166545,654103,37866,1023,65,208.14013,11724.382499151,74486,84768,125114,152801,2100,154522,189126,23973,6801.2691885,750202,28,27.85,26.98,104.15,NA
2023-2024,Nov,31,UTTAR PRADESH,3115,MEERUT,713120,214.928727707998,45,29,472.85302641,844,5,7275,713036,308287,14649,4870,160,4.23507,2009.60729931,15793,17475,28354,33363,530,45087,58074,8119,1532.5192029,272414,22,58.78,13.22,101.63,NA
2023-2024,Nov,31,UTTAR PRADESH,3117,BULANDSHAHR,626035,217.428520626459,31,73,804.5416977,1682,6,10920,624271,101501,11439,178,60,10.56832,2172.4532177,19822,21066,51919,58198,344,73220,82326,12602,1357.3432,213253,24,46.57,29.53,101.32,NA
2023-2024,Nov,31,UTTAR PRADESH,3130,HARDOI,6275307,223.106837739514,44,367,4856.072444856,15754,3,56384,6273234,2071106,121440,7856,472,442.60499,19294.691436256,141230,155178,286098,344173,1924,390054,490532,72138,13996.0140014,1631519,48,28.82,21.9,103.68,NA
2023-2024,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,2001088,221.268381414124,44,80,2146.6966277,4533,8,20858,2001111,423839,24823,0,1,121.90299,6696.4255377,44941,48526,87268,99506,1248,108084,122644,25391,4427.82592,593717,45,34.23,29.36,100.31,NA
2023-2024,Nov,31,UTTAR PRADESH,3137,KANPUR NAGAR,1171992,225.797496710768,34,283,471.326766655,3089,0,17700,1172006,424946,43146,11943,1128,74.70269,3192.389665955,33638,39091,73655,101853,474,106737,142799,20789,2646.3602093,365848,45,36.48,15.85,102.34,NA
