fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,May,31,UTTAR PRADESH,3158,JAUNPUR,1888902,250.753432412148,19,457,0,10946,53,64121,1712105,563646,121183,120,10,179.89146,4473.053514,88367,90186,299265,326747,0,437744,474187,75067,4293.162054,937529,61,21.8,41.79,99.91,NA
2024-2025,May,31,UTTAR PRADESH,3161,VARANASI,343252,254.821944682509,14,80,0,3312,2,15476,256700,90678,48178,1775,890,0,654.127932,17581,20240,84310,130314,0,141323,203533,18788,654.127932,131541,56,35.15,20.09,99.87,NA
2024-2025,May,31,UTTAR PRADESH,3165,BAGHPAT,8241,130.737767584098,6,1,0,62,200,2106,1308,317,1701,0,6,0,1.71005,197,207,4000,5229,0,16597,20411,2168,1.71005,516,9,34.01,3.9,99.32,NA
2024-2025,May,31,UTTAR PRADESH,3166,HATHRAS,267746,241.40345154592,12,2,0,97,222,9842,61161,21193,23228,18,49,40.23794,187.882705,4964,5484,51435,68929,0,76001,97923,9939,147.644765,20050,12,56.01,17.77,99.82,NA
2024-2025,May,31,UTTAR PRADESH,3167,AMROHA,554797,265.001071118266,13,27,0,7550,29,9276,234792,57629,41175,142,59,66.0613,688.2626149,17902,19838,106086,148101,0,144473,196041,16826,622.2013149,59354,29,53.41,39.32,99.73,NA
2024-2025,May,31,UTTAR PRADESH,3168,KANNAUJ,488784,261.673935055425,15,121,0,1191,44,14972,237618,65219,38870,68,8,45.56531,667.349681,14987,15886,87648,111537,0,128161,157612,16163,621.784371,82672,38,41.42,30.36,100.18,NA
2024-2025,May,31,UTTAR PRADESH,3175,BALRAMPUR,729854,224.293750339708,19,63,0,2506,221,21120,625538,166776,39470,18638,2995,118.76663,1521.80927,32769,34735,128349,153614,0,173526,203214,23626,1403.04264,284511,36,42.31,39.87,100.54,NA
2024-2025,May,31,UTTAR PRADESH,3179,MAHOBA,239951,233.515061742381,19,27,0,1096,3,10148,176540,36927,25392,123,92,34.32019,446.56768,8861,11414,48383,87894,2,78742,135851,11244,412.24749,66372,55,41.41,27.75,100.42,NA
2024-2025,May,31,UTTAR PRADESH,3112,SAHARANPUR,358522,281.22155421955,11,44,0,251,140,19507,125748,54769,70248,245,265,11.78259,365.41307,11327,12526,91084,133488,0,160317,219556,19758,353.63048,50495,28,47.58,23.56,99.79,NA
2024-2025,May,31,UTTAR PRADESH,3117,BULANDSHAHR,104782,253.992932394515,12,16,0,159,633,9560,37778,6394,8752,0,37,34.53519,130.48864,2940,3032,39228,44173,0,74301,82979,9719,95.95345,13794,19,44.18,31.42,101.17,NA
2024-2025,May,31,UTTAR PRADESH,3132,LUCKNOW,375059,266.760892224307,11,24,0,262,149,12642,52767,31991,58756,72,253,82.5027,223.26442,4530,4845,62754,90703,0,127343,187904,12904,140.76172,14770,21,36.98,30.6,99.77,NA
2024-2025,May,31,UTTAR PRADESH,3137,KANPUR NAGAR,272010,241.152352460075,13,58,0,611,64,14450,92924,33465,36577,773,900,29.13034,253.218752,6638,7073,61088,85679,0,107287,141285,15061,224.088412,29591,34,29.85,14.86,99.88,NA
2024-2025,May,31,UTTAR PRADESH,3143,FATEHPUR,1013627,263.856753630175,18,276,60.63146,5514,100,38911,501973,134150,76614,295,98,274.32882,1659.4499419,26543,27840,157958,198484,0,247950,302127,44425,1324.4896619,264652,69,17.04,23.33,99.85,NA
2024-2025,May,31,UTTAR PRADESH,3146,BAHRAICH,1672044,240.413344458465,22,142,0,6595,70,62728,1919378,373541,75465,8692,2191,129.8329,4744.2737426,84147,92397,270376,337787,5,384318,469226,69323,4614.4408426,911190,67,42.37,23.26,100.56,NA
2024-2025,May,31,UTTAR PRADESH,3149,AYODHYA,864870,274.526990151706,15,36,0,963,80,20378,425759,150473,76666,564,294,273.45251,1442.275878,27029,28455,140427,195781,2,226464,301447,21341,1168.823368,195322,29,26.88,57.69,99.97,NA
2024-2025,May,31,UTTAR PRADESH,3150,SULTANPUR,1264505,253.86383686262,19,252,0,2713,33,48669,877420,206971,66504,2196,451,210.79418,2438.2462574,45842,47927,200251,234226,0,284137,327732,51382,2227.4520774,445505,69,18.45,31.1,99.87,NA
2024-2025,May,31,UTTAR PRADESH,3159,BALLIA,1017164,256.961044450625,15,28,0,1188,312,31906,158198,28557,45359,5905,7564,501.95425,908.4614831,9907,10453,155465,194911,0,269112,324565,33094,406.5072331,81197,53,29.57,18.42,99.86,NA
2024-2025,May,31,UTTAR PRADESH,3162,MIRZAPUR,1057845,244.225640296476,16,299,0,3436,17,25768,495825,207000,106825,4921,2716,133.14826,1344.080041,30917,36333,159736,241722,0,260522,375319,29204,1210.931781,251129,52,37.35,25.93,99.84,NA
2024-2025,May,31,UTTAR PRADESH,3168,KANNAUJ,488784,254.033111409181,15,121,0,1172,50,14974,225152,61975,38862,68,8,45.56531,617.525941,14193,15043,87602,111469,0,128131,157568,16146,571.960631,78360,38,40.97,29.02,100.23,NA
2024-2025,May,31,UTTAR PRADESH,3176,SHRAVASTI,543748,257.515489307709,19,133,0,3613,21,8385,334166,87573,32396,802,1106,132.58528,993.11449,16808,18937,77557,110501,0,115281,156460,11998,860.52921,140460,42,30.29,27.04,100.83,NA
2024-2025,May,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,890685,253.777656244392,17,69,0,5135,41,44339,529347,183511,80547,1570,465,396.75321,1740.11762,29515,31752,154092,206038,0,237883,306018,49474,1343.36441,267890,58,37.01,40.26,99.99,NA
2024-2025,May,31,UTTAR PRADESH,3179,MAHOBA,239951,243.815132898696,19,27,0,1095,3,10133,159520,33591,25373,103,92,34.32019,423.25409,8381,10748,48355,87836,2,78721,135809,11228,388.9339,59836,55,41.18,26.58,100.49,NA
2024-2025,May,31,UTTAR PRADESH,3119,MATHURA,511793,210.762982417632,18,11,0,1159,183,15034,132121,37940,37907,430,237,66.03741,344.49957,7321,8601,90878,123553,0,130742,176595,16193,278.46216,53918,16,34.67,21.03,99.74,NA
2024-2025,May,31,UTTAR PRADESH,3120,AGRA,635604,271.412017243831,15,59,0,980,165,19539,267226,72612,50829,850,739,134.71625,859.9997272,17038,19651,118379,165751,0,168674,227964,20519,725.2834772,106846,42,53.73,26.56,99.57,NA
2024-2025,May,31,UTTAR PRADESH,3123,MAINPURI,863476,239.070263698271,19,50,0,1488,115,19052,495756,122493,43099,667,278,72.2072,1257.4123765,26091,28319,119783,156305,0,185292,233647,20540,1185.2051765,184478,44,49.25,17.33,100.35,NA
2024-2025,May,31,UTTAR PRADESH,3124,BUDAUN,892969,254.303087105472,16,267,0,1324,81,39636,364581,56148,34805,250,146,56.77306,983.913798,21688,22938,136338,166145,0,215188,257915,40960,927.140738,136094,60,7.29,28.85,99.58,NA
2024-2025,May,31,UTTAR PRADESH,3132,LUCKNOW,375059,269.556462962596,11,24,0,233,152,12670,50449,30548,58754,63,253,82.5027,218.49124,4389,4691,62752,90700,0,127341,187901,12903,135.98854,14246,21,36.33,30.52,99.76,NA
2024-2025,May,31,UTTAR PRADESH,3134,FARRUKHABAD,440643,253.429128425982,14,15,0,1608,138,15437,95666,19772,21354,0,0,6.23913,248.68464,6524,6624,74944,86092,0,108356,122341,17045,242.44551,27241,35,33.34,31.11,99.88,NA
2024-2025,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,595646,244.34452937678,15,68,0,2058,60,19887,159735,51594,49093,336,113,100.83183,491.135564,10391,11330,85290,114533,0,144782,187064,21945,390.303734,64095,54,24.71,12.48,100.17,NA
2024-2025,May,31,UTTAR PRADESH,3146,BAHRAICH,1672044,240.998956343107,22,140,0,6472,75,62698,1800151,354002,75430,8378,2190,129.8329,4468.1780226,81018,88959,270094,337448,5,383936,468807,69170,4338.3451226,854764,67,42.58,22.76,100.49,NA
2024-2025,May,31,UTTAR PRADESH,3153,BASTI,1889058,249.749039026378,19,113,0,2134,129,36549,1688704,456841,95665,79,11,125.70064,4343.222652,85941,94175,278520,349957,1,386540,478525,38683,4217.522012,880674,36,50.04,39.36,99.6,NA
2024-2025,May,31,UTTAR PRADESH,3168,KANNAUJ,488784,261.360096642548,15,115,0,1129,56,14990,199705,54490,38831,54,8,45.56531,567.514491,12835,13586,87541,111362,0,128013,157403,16119,521.949181,69363,38,39.57,30.63,100.26,NA
2024-2025,May,31,UTTAR PRADESH,3169,AURAIYA,415349,255.295127328947,15,73,0,556,142,14065,227678,92374,40099,1096,303,49.00086,630.2517,14652,15661,71710,91043,0,118791,144503,14621,581.25084,67163,35,62.93,8.59,99.66,NA
2024-2025,May,31,UTTAR PRADESH,3175,BALRAMPUR,729854,224.580082668813,18,60,0,2427,231,21143,546760,145476,39446,17454,2993,118.76663,1346.68069,30202,31941,128287,153542,0,173466,203162,23570,1227.91406,248717,36,42.59,39.68,100.65,NA
2024-2025,May,31,UTTAR PRADESH,3176,SHRAVASTI,543748,258.190642945833,19,133,0,3435,22,8508,309264,82312,32386,802,1106,132.58528,931.07599,15984,18008,77517,110437,0,115232,156391,11943,798.49071,130058,42,28.73,27.76,100.89,NA
2024-2025,May,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,890685,255.886801903331,17,67,0,5004,43,44414,471174,162372,80495,1429,465,396.75321,1602.42529,27353,29380,153952,205858,0,237767,305896,49418,1205.67208,239969,58,37.65,38.52,99.95,NA
2024-2025,May,31,UTTAR PRADESH,3109,BIJNOR,1094019,250.068763149053,11,47,0,2779,186,18034,232146,80179,114946,7025,970,157.0931,737.6177309,20915,23668,185718,266308,0,252201,347450,20813,580.5246309,75633,23,48.33,16.48,99.77,NA
2024-2025,Aug,31,UTTAR PRADESH,3111,RAMPUR,2141674,239.425624241291,36,193,570.761816624,2704,4,16205,2267833,456120,34373,921,55,406.90546,6407.440593624,62531,70670,112881,140419,539,159711,192807,18909,5429.773317,610965,22,61.8,20.27,100.55,NA
2024-2025,Aug,31,UTTAR PRADESH,3121,FIROZABAD,2250248,237.081923818211,36,215,402.57527746,3012,3,15823,2146471,586014,30692,2226,144,242.50495,5733.97496846,59322,61372,102003,110935,122,143940,155590,18835,5088.894741,894876,29,57.85,19.67,99.75,NA
2024-2025,Aug,31,UTTAR PRADESH,3122,ETAH,1497871,235.263430731326,26,103,247.9737017,2438,11,13466,909567,173555,22245,369,46,280.83203,2668.6842607,34683,37440,85371,106598,45,135220,165422,15904,2139.878529,312955,28,55.82,16.67,100.74,NA
2024-2025,Aug,31,UTTAR PRADESH,3128,KHERI,4200963,239.20171347845,32,643,827.272472652,16538,3,36821,4115488,1495470,157080,52596,7451,737.14186,11408.732146652,125767,148855,285895,407442,1775,458807,618609,53359,9844.317814,1180867,48,52.03,26.26,99.94,NA
2024-2025,Aug,31,UTTAR PRADESH,3135,ETAWAH,1817668,245.821496836165,24,166,509.569935275,2775,5,11929,701680,244853,38548,676,132,347.9546,2582.404814275,28284,30551,83221,103151,70,126770,151158,14704,1724.880279,202141,38,47.36,17.71,100.01,NA
2024-2025,Aug,31,UTTAR PRADESH,3141,HAMIRPUR,1725895,237.610052115186,36,121,505.8991646,7704,0,15877,1934369,362380,42405,704,46,291.4787,5393.6330536,53430,71893,113197,184066,383,163647,263169,23581,4596.255189,818091,62,44.84,26.74,101.87,NA
2024-2025,Aug,31,UTTAR PRADESH,3145,PRAYAGRAJ,3300363,235.423879328782,29,456,839.724989929,20354,1,37247,2679131,1243511,167600,1101,164,1120.3799,8267.419022429,91367,107690,244818,349377,1116,414467,561858,57601,6307.3141325,1288129,56,38.19,29.55,100.28,NA
2024-2025,Aug,31,UTTAR PRADESH,3146,BAHRAICH,4628535,238.732291574967,38,266,1007.17169462,25547,13,55756,6116012,1163360,77415,46160,2296,709.74264,16317.80993522,156945,176724,285183,354879,813,396384,483030,81303,14600.8956006,2892417,67,40.44,20.21,102.5,NA
2024-2025,Aug,31,UTTAR PRADESH,3149,AYODHYA,2394125,247.359474011832,30,76,511.979898841,4371,24,19759,1752663,671011,77345,2752,298,465.2043,5312.562176841,57534,62769,142146,197984,188,227250,302314,24130,4335.377978,819608,28,36.12,52.8,100.71,NA
2024-2025,Aug,31,UTTAR PRADESH,3153,BASTI,5229270,241.885570502786,37,231,1014.642101063,13509,17,30837,6246122,1667055,97562,290,14,512.68068,16635.790615063,165146,185303,285547,358676,1290,391868,485101,44346,15108.467834,3253292,33,49.36,32.85,99.9,NA
2024-2025,Aug,31,UTTAR PRADESH,3157,AZAMGARH,4675461,239.017054480655,39,412,882.05103367,28011,29,55238,6577509,2326725,126027,14164,716,1027.55173,17630.97103367,165886,176376,284272,329097,1347,431514,514082,83249,15721.36827,3235528,65,35.58,28.02,100,NA
2024-2025,Aug,31,UTTAR PRADESH,3165,BAGHPAT,22812,232.740207039337,13,3,1.13392,64,7,2310,12075,3030,1756,20,7,2.52315,31.76045,925,995,4144,5407,0,16746,20595,2374,28.10338,3963,9,53.69,1.21,111.92,NA
2024-2025,Aug,31,UTTAR PRADESH,3168,KANNAUJ,1353049,242.234334743816,29,231,235.21836393,4243,5,13917,1236456,354814,40131,228,7,293.09056,3523.42988993,41662,46400,90742,115732,160,131229,161643,18160,2995.120966,387373,35,55.87,30.73,100.44,NA
2024-2025,Aug,31,UTTAR PRADESH,3175,BALRAMPUR,2020373,241.611809100751,29,98,562.5914415,5316,1,21224,1927687,503206,40021,41941,3035,530.30995,5750.420826,64686,69511,130680,156495,112,176177,206431,26540,4657.5194345,839786,34,49.43,30.53,104.48,NA
2024-2025,Aug,31,UTTAR PRADESH,3179,MAHOBA,664231,238.835464852265,39,48,286.625113071,2729,1,9588,794973,183157,26227,842,94,111.80591,2297.108483071,20078,27520,50203,91119,550,80558,138639,12317,1898.67746,299321,54,37.75,37.87,100.24,NA
2024-2025,Aug,31,UTTAR PRADESH,3182,HAPUR,75009,235.951459450516,29,24,9.7551749,288,0,1627,132961,68028,4435,49,6,0,323.4785949,4438,4762,8963,9861,9,16089,17838,1915,313.72342,56072,11,74.76,9.65,99.73,NA
2024-2025,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1100972,234.102156729095,20,58,448.3550842,3361,15,17320,748221,200619,37222,373,40,392.24821,2592.2047923,37093,41303,94616,120889,25,138927,174333,20681,1751.6014981,206175,20,65.45,14.08,100.13,NA
2024-2025,June,31,UTTAR PRADESH,3117,BULANDSHAHR,172639,241.323306608217,16,32,0,391,420,9425,104022,17875,8825,27,37,34.53519,285.56452,6203,6433,39446,44432,0,74652,83351,9816,251.02933,36822,19,47.89,29.95,100.2,NA
2024-2025,June,31,UTTAR PRADESH,3118,ALIGARH,906074,243.489141488986,15,110,0,1188,10,20376,577628,139969,38620,866,216,98.50238,1504.9638382,36828,39882,125624,153643,0,184949,221544,21564,1406.4614582,166488,23,57.12,21.56,99.81,NA
2024-2025,June,31,UTTAR PRADESH,3123,MAINPURI,1422654,242.634243328207,25,87,0,2357,38,19223,1046233,266098,43335,1446,280,72.2072,2610.726723,41043,45193,120654,157328,44,186049,234517,21580,2538.519523,377473,43,51.72,19.83,100.42,NA
2024-2025,June,31,UTTAR PRADESH,3126,PILIBHIT,1059869,237.349262326996,16,317,0,4048,20,23968,714002,125446,42829,1870,533,91.53857,1786.21705,44473,51424,147891,225684,2,214866,310079,28016,1694.67848,175466,49,38.78,31.53,99.95,NA
2024-2025,June,31,UTTAR PRADESH,3128,KHERI,2500356,240.970070182239,23,458,0,10150,3,37179,2177474,787725,154508,31127,7313,187.93898,5434.999606,91796,106532,280245,399508,125,453245,611395,47329,5247.060626,622834,49,53.72,26.34,99.89,NA
2024-2025,June,31,UTTAR PRADESH,3133,RAE BARELI,1567245,227.067832432228,17,125,0,2555,33,25377,687674,370850,144198,412,190,114.20953,1675.695976,39009,43057,184970,285335,1,295035,423856,27932,1561.486446,333799,28,24.12,47.57,100.01,NA
2024-2025,June,31,UTTAR PRADESH,3142,BANDA,1437534,251.221215143074,25,245,0,8074,5,37095,630757,66962,56399,24,23,16.23723,1600.83263,24786,28191,134131,217730,0,210923,328623,45169,1584.5954,363195,82,15.98,4.17,100.54,NA
2024-2025,June,31,UTTAR PRADESH,3144,PRATAPGARH,1825103,241.514244726553,24,100,0,5933,157,35107,1150623,439618,89243,3472,509,132.07838,2910.9968281,46909,48193,197329,223643,0,319555,364182,41040,2778.9184481,605741,47,36.88,31.94,99.78,NA
2024-2025,June,31,UTTAR PRADESH,3147,GONDA,1937620,246.471318242742,25,93,60.63146,3566,211,31996,1204194,322301,51739,1372,208,44.24999,3072.874276,47058,49159,167967,194384,10,304393,342802,35562,2967.992826,521245,47,29.1,49.83,100.15,NA
2024-2025,June,31,UTTAR PRADESH,3149,AYODHYA,1424951,257.784510255788,21,55,0,1433,42,20305,873068,332249,76829,1329,293,273.45251,2524.086578,41060,43890,140966,196403,3,226374,301200,21738,2250.634068,411211,29,30.16,58.75,101.47,NA
2024-2025,June,31,UTTAR PRADESH,3159,BALLIA,1675867,248.331132678557,19,56,0,1410,249,32066,382624,75235,45458,14631,7578,501.95425,1452.1287631,19679,21116,155814,195316,1,269530,325032,33476,950.1745131,185415,53,39.8,25.04,99.83,NA
2024-2025,June,31,UTTAR PRADESH,3165,BAGHPAT,13577,212.468876080692,8,1,0,64,132,2145,3470,794,1708,0,6,0,7.37267,386,408,4019,5251,0,16644,20470,2209,7.37267,1174,9,27.35,1.9,100.37,NA
2024-2025,June,31,UTTAR PRADESH,3166,HATHRAS,441136,235.588308088712,14,8,0,196,159,9938,137389,44929,23280,41,49,40.23794,363.9103606,9273,10373,51648,69244,1,76373,98423,10134,323.6724206,39671,12,64.34,17.18,99.95,NA
2024-2025,June,31,UTTAR PRADESH,3181,AMETHI,1628455,253.724335178356,22,72,0,3276,13,32672,676595,195950,61477,29,2,163.69363,1880.3797956,30512,33306,143256,196540,0,218511,286038,35948,1716.6861656,297101,62,20.42,42.97,100.08,NA
2024-2025,June,31,UTTAR PRADESH,3182,HAPUR,44644,245.069231271635,15,1,0,103,191,1379,15311,8041,4320,0,6,0,37.52255,998,1088,8678,9563,0,15893,17638,1482,37.52255,6359,14,1.11,19.1,100,NA
2024-2025,June,31,UTTAR PRADESH,3111,RAMPUR,1274696,237.054525646947,23,140,0,1200,13,15717,1073968,214330,33486,364,53,59.63245,2605.522198,46286,51374,109437,135845,7,157040,189165,16917,2545.889748,289706,24,57.5,28.25,99.95,NA
2024-2025,June,31,UTTAR PRADESH,3119,MATHURA,843224,218.251203059915,19,38,60.08626,1820,113,15026,443411,126581,37968,1161,240,66.03741,1093.873512,22737,27358,91404,124014,0,131296,176877,16846,967.749842,182158,16,50.09,22.53,99.88,NA
2024-2025,June,31,UTTAR PRADESH,3120,AGRA,1047215,251.048384343712,20,85,0,1446,88,19493,603668,173027,51094,2417,739,134.71625,1650.2150108,30025,35633,118972,166730,0,169130,228692,20939,1515.4987608,244979,42,55.1,27.39,101.07,NA
2024-2025,June,31,UTTAR PRADESH,3123,MAINPURI,1422654,241.203828390896,25,86,0,2326,39,19236,1040411,263292,43321,1398,279,72.2072,2581.718363,40918,45038,120593,157258,44,185987,234453,21562,2509.511163,375853,43,51.72,19.7,100.37,NA
2024-2025,June,31,UTTAR PRADESH,3126,PILIBHIT,1059869,239.851232885243,15,312,0,4023,20,23951,706554,123357,42714,1865,533,91.53857,1786.21705,44257,51135,147539,225212,2,214818,310006,27974,1694.67848,174071,49,38.87,31.28,99.95,NA
2024-2025,June,31,UTTAR PRADESH,3131,UNNAO,1315932,248.962202323075,20,103,0,3992,84,23630,550219,185478,67688,1234,324,64.08264,1433.91998,26533,28309,137630,176906,5,241366,295156,27622,1369.83734,197356,44,30.93,41.83,99.86,NA
2024-2025,June,31,UTTAR PRADESH,3138,JALAUN,2438520,233.95834422996,27,350,5.2533484,1763,29,23760,2004596,565895,83603,182,20,158.32151,4853.4944685,71963,90434,170314,252227,10,209544,303699,25523,4689.9196101,771333,42,23.71,65.36,100.09,NA
2024-2025,June,31,UTTAR PRADESH,3159,BALLIA,1675867,248.305494148643,19,56,0,1402,250,32071,375383,73797,45457,14446,7578,501.95425,1434.0508631,19503,20903,155810,195311,1,269484,324981,33473,932.0966131,182244,53,39.93,25.02,99.83,NA
2024-2025,June,31,UTTAR PRADESH,3160,GHAZIPUR,1905402,246.108388017155,22,433,0,5141,29,43453,1540736,339439,96077,13887,3438,158.93905,3950.8195832,69831,78294,277188,367916,0,408857,528365,48594,3791.8805332,735629,58,33.31,31.72,99.93,NA
2024-2025,June,31,UTTAR PRADESH,3170,KAUSHAMBI,700898,248.665188016334,20,57,0,1876,78,17698,328881,138264,54659,212,70,120.71397,938.526527,16264,18395,82758,115049,0,129998,173193,19574,817.812557,168184,64,15.67,54.8,99.96,NA
2024-2025,June,31,UTTAR PRADESH,3172,KUSHI NAGAR,1710178,246.599351526835,20,286,61.753211,2255,87,38453,1103361,268658,71196,6129,1818,292.26957,3074.903852,53115,60827,191810,264200,2,348627,466851,40708,2720.881071,467302,45,49.1,27.21,103.94,NA
2024-2025,June,31,UTTAR PRADESH,3176,SHRAVASTI,895873,242.893618261379,25,166,0,4711,9,7640,669128,180781,32583,1244,1107,132.58528,1757.85449,25907,29717,78109,111352,13,115712,157082,12351,1625.26921,278644,41,38.61,26.64,100.47,NA
2024-2025,June,31,UTTAR PRADESH,3177,CHITRAKOOT,668921,235.738967592148,21,223,0,2793,14,19740,385061,137627,65368,124,29,155.04858,1062.787406,17697,21753,90310,148017,16,132344,210678,22533,907.738826,179005,74,42.48,13.34,99.9,NA
2024-2025,June,31,UTTAR PRADESH,3179,MAHOBA,395342,239.332104184237,25,33,0,1333,1,10124,324886,73250,25570,301,92,34.32019,811.87669,12499,16619,48716,88526,26,79195,136645,11457,777.5565,123775,55,40.14,33.57,100.23,NA
2024-2025,June,31,UTTAR PRADESH,3120,AGRA,1047215,249.184855256964,20,91,0,1521,86,19474,643727,185200,51125,2587,739,134.71625,1738.7864432,31369,37324,119008,166813,0,169246,228852,20995,1604.0701932,261688,42,55.47,27.71,101.04,NA
2024-2025,June,31,UTTAR PRADESH,3123,MAINPURI,1422654,241.411360413166,26,87,0,2423,36,19191,1096314,277511,43344,1501,280,72.2072,2718.8337418,41890,46176,120706,157386,48,186162,234638,21614,2646.6265418,393711,43,52.23,19.67,100.4,NA
2024-2025,June,31,UTTAR PRADESH,3125,BAREILLY,1318967,240.344331837613,18,482,0,2896,71,31234,960964,189144,58362,551,158,199.73052,2509.353025,51332,59148,176984,254096,7,262938,359163,34130,2309.622505,208928,41,51.37,21.07,100.05,NA
2024-2025,June,31,UTTAR PRADESH,3134,FARRUKHABAD,725996,244.501647353276,19,36,0,2496,64,14900,282878,59992,21412,0,0,6.23913,697.8805,14303,14638,75169,86367,0,108507,122536,17396,691.64137,70272,35,44.45,36.22,100,NA
2024-2025,June,31,UTTAR PRADESH,3138,JALAUN,2438520,235.051118964306,28,366,5.2533484,1876,24,23778,2141945,603566,83646,182,20,158.32151,5198.2405485,73868,93069,170461,252428,15,209765,303950,25654,5034.6656901,824643,42,23.59,65.67,100.08,NA
2024-2025,June,31,UTTAR PRADESH,3139,JHANSI,1432343,246.928471441868,32,263,0,3463,7,23460,1204403,382850,62287,10020,1528,28.89637,3002.9102879,36774,47884,113025,179853,120,165146,254811,26923,2974.0139179,472109,55,41.88,39.28,99.67,NA
2024-2025,June,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,2916735,237.933093103898,28,201,0,3339,57,28686,3857701,941442,73898,114,8,276.41388,9455.161192,137427,149138,269160,316233,7,373289,434366,32025,9178.747312,2197033,22,39.68,40.68,99.77,NA
2024-2025,June,31,UTTAR PRADESH,3155,DEORIA,1615739,247.344227808491,23,110,0,1563,185,21844,879458,207928,36830,31994,5358,89.54095,2264.829549,36845,38258,128591,147936,0,202958,229561,23407,2175.288599,367796,25,57.55,33.25,99.76,NA
2024-2025,June,31,UTTAR PRADESH,3156,MAU,1356872,240.554555404012,23,194,0,5718,37,14191,1442197,499252,71244,19976,2689,28.12844,3497.3990214,60461,66848,151400,194944,4,245137,302239,19909,3469.2705814,768022,36,37.91,42.17,99.86,NA
2024-2025,June,31,UTTAR PRADESH,3167,AMROHA,914077,242.159388330188,17,65,0,7804,12,10753,639479,160961,41367,509,60,66.0613,1614.6197349,36925,41763,106818,149175,0,145027,196859,18557,1548.5584349,161736,29,68.85,27.36,99.78,NA
2024-2025,June,31,UTTAR PRADESH,3168,KANNAUJ,805316,254.592637469226,20,157,0,1745,9,14862,513424,141125,39166,123,7,45.56531,1352.705013,25430,27403,88398,112515,0,129095,158747,16607,1307.139703,168489,38,48.13,34.99,100.66,NA
2024-2025,June,31,UTTAR PRADESH,3171,CHANDAULI,1600323,243.564323650883,29,93,0,1626,72,22581,1806774,456371,61585,9747,1017,12.77891,4413.435783,60366,76072,131674,197648,21,179163,260076,24207,4400.656873,721204,41,53.29,23.64,100.83,NA
2024-2025,June,31,UTTAR PRADESH,3172,KUSHI NAGAR,1710178,249.472888967222,22,294,61.753211,2365,85,38460,1208508,294501,71269,6828,1819,292.26957,3368.922602,54651,62708,192086,264578,9,348773,467039,40825,3014.899821,511606,45,49.12,27.91,104.15,NA
2024-2025,June,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,617106,251.162633102704,21,19,0,1053,34,16339,305685,101101,36804,909,310,17.81984,785.586335,14346,15958,67590,92085,1,104465,136954,17392,767.766495,178188,61,29.4,34.12,100.73,NA
2024-2025,June,31,UTTAR PRADESH,3181,AMETHI,1628455,249.600848464439,22,76,0,3327,12,32665,724556,212071,61481,29,2,163.69363,1972.1915536,31558,34535,143276,196577,0,218544,286083,35992,1808.4979236,316642,62,21.38,42.92,100.09,NA
2024-2025,June,31,UTTAR PRADESH,3184,SAMBHAL,655284,266.938975670594,15,39,0,816,149,17184,157957,37181,36521,93,36,266.63563,688.2844278,10362,11108,92932,118568,0,137375,172176,18000,421.6487978,46220,22,42.7,20.42,99.84,NA
2024-2025,May,31,UTTAR PRADESH,3110,MORADABAD,603284,288.923627684964,15,23,0,742,338,15167,117320,19411,32821,139,114,178.20762,517.17282,7648,8533,110753,150090,0,175390,240881,15909,338.9652,35133,26,56.26,15.74,99.89,NA
2024-2025,May,31,UTTAR PRADESH,3119,MATHURA,511793,217.631475572867,17,11,0,1011,187,15148,120665,35006,37908,418,237,66.03741,328.64243,6952,8130,90876,123562,0,130730,176596,16159,262.60502,49654,16,34.07,19.55,99.79,NA
2024-2025,May,31,UTTAR PRADESH,3127,SHAHJAHANPUR,903586,252.629632916051,15,146,0,5284,65,24679,396694,109216,71879,159,77,109.82974,1111.996336,24846,27606,168887,233683,0,277084,362356,29963,1002.166596,132235,58,30.34,11.51,99.88,NA
2024-2025,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,595646,246.004912615603,14,51,0,1963,65,19941,138297,44870,49063,297,113,100.83183,441.049244,9306,10165,85242,114453,0,144725,186973,21904,340.217414,55800,53,23.92,11.72,100.25,NA
