fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4851694,240.999299366522,42,272,8255.494939155,22107,4,25846,4632522,1515309,76320,3995,192,684.4744,20104.314902155,109943,119422,186997,224804,2427,244526,288785,47953,11164.345563,2560505,55,39.21,21.49,99.76,NA
2024-2025,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3501295,241.626754755241,38,213,5215.32227826,34073,2,19192,2917518,1022434,82974,7038,475,726.12728,12990.95362106,76510,85058,160750,214384,1754,243529,312984,53265,7049.5040628,1440845,52,43.17,27.69,100.01,NA
2024-2025,Dec,31,UTTAR PRADESH,3184,SAMBHAL,1563453,236.405082360522,36,74,2548.884530839,6706,6,15614,1992763,540488,38682,873,49,417.03224,7676.909782239,55100,63049,99241,127007,1034,143233,180042,22320,4710.9930114,548164,14,66.62,11.84,100.24,NA
2024-2025,Oct,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1248053,235.83279740783,30,18,423.5456134,2420,11,7036,405529,114651,12124,729,81,57.96446,1437.8804584,13509,14722,35879,41667,51,76633,86643,9456,956.370385,145000,13,49.7,22.01,99.97,NA
2024-2025,Oct,31,UTTAR PRADESH,3115,MEERUT,575244,239.638815699007,36,46,346.620937385,2222,23,6087,418880,190829,12538,3808,145,0.57085,1350.990858585,11628,12591,24129,28401,79,46923,54219,8309,1003.7990712,162689,20,54.3,23.95,119.89,NA
2024-2025,Oct,31,UTTAR PRADESH,3117,BULANDSHAHR,357823,236.201216038192,23,57,328.5638731,1231,17,10021,330960,67400,9513,199,42,55.79923,1166.0946477,13878,14486,41546,46628,61,77310,86068,11252,781.7315446,119672,17,55.67,23.4,100.27,NA
2024-2025,Oct,31,UTTAR PRADESH,3118,ALIGARH,1877998,238.462603564902,30,183,2299.290563054,6874,2,18561,1835226,436911,39870,2794,222,213.72645,6889.344713954,60489,66605,129589,159640,467,188965,227776,25435,4376.3277009,523423,22,66.69,14.41,99.76,NA
2024-2025,Oct,31,UTTAR PRADESH,3119,MATHURA,1747730,237.749011088238,41,82,1822.086662911,7777,6,12635,2177262,578278,39616,4696,258,196.82031,7195.325846711,52438,64213,96643,130386,1430,136614,182897,20412,5176.4188738,881554,17,60.58,9.66,99.98,NA
2024-2025,Oct,31,UTTAR PRADESH,3121,FIROZABAD,2775972,237.444730336056,43,272,2040.41434019,4161,2,16209,2890023,771097,31566,3243,156,257.42987,9160.05152919,66833,69226,105834,114916,434,148992,160824,20370,6862.207319,1209788,29,56.51,14.56,99.5,NA
2024-2025,Oct,31,UTTAR PRADESH,3124,BUDAUN,3049419,240.420490778427,36,584,1580.053232537,23267,3,23621,2676116,450649,36172,3159,169,461.68991,8475.674363537,73817,80367,143589,175193,699,222201,266544,46888,6433.931221,775475,57,41.69,19.65,100.07,NA
2024-2025,Oct,31,UTTAR PRADESH,3129,SITAPUR,6551607,241.726918473812,31,784,7377.782907647,28349,13,47081,4328511,1605927,215090,3627,382,744.97,18585.929163747,138377,164439,364263,526745,861,572104,792134,75430,10463.1762561,1411932,55,38.86,20.02,100.33,NA
2024-2025,Oct,31,UTTAR PRADESH,3133,RAE BARELI,3248391,230.157449498039,28,231,2917.148108088,7920,1,24994,1896560,1016130,146394,1000,192,596.26682,7878.489052288,66184,75965,187708,289713,467,297030,426990,32914,4365.0741242,860226,25,31.2,28.62,100.34,NA
2024-2025,Oct,31,UTTAR PRADESH,3134,FARRUKHABAD,1504756,239.04062351527,34,66,852.932712766,5336,18,14285,1155513,257852,22219,26,2,240.43817,3855.516362766,33294,34919,77253,88983,315,110367,124904,19621,2762.14548,277795,32,64.04,18.72,100.03,NA
2024-2025,Oct,31,UTTAR PRADESH,3140,LALITPUR,2968782,237.512449028714,41,208,2764.402434563,7023,0,21507,3045293,680524,59540,163282,17775,245.73074,10243.083158963,73518,102524,136758,229785,3702,182259,295205,28530,7232.9499844,1282505,59,42.81,24.35,99.99,NA
2024-2025,Oct,31,UTTAR PRADESH,3149,AYODHYA,2953462,244.991844029305,34,106,2330.547916152,5375,20,19509,2139684,818778,77648,3336,300,561.65589,8134.255094152,62656,68698,142819,198953,561,227778,303087,24884,5242.051288,994419,28,41.08,47.35,100.58,NA
2024-2025,Oct,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6045448,239.020935010591,34,226,5906.462479279,12106,8,23593,5783250,1397043,74566,170,10,879.59281,20609.233513279,166411,180992,272600,320177,721,376043,437510,35699,13823.178224,3291941,22,32.89,26.2,99.76,NA
2024-2025,Oct,31,UTTAR PRADESH,3158,JAUNPUR,6450449,240.129500750203,39,955,6035.217445026,45400,20,41014,6681525,2263242,124727,413,15,1290.43585,23369.965920026,168212,173592,309881,338329,867,450739,488036,86414,16044.312625,3541148,59,30.3,30.09,100.18,NA
2024-2025,Oct,31,UTTAR PRADESH,3168,KANNAUJ,1669160,241.838093100766,33,248,1671.60925363,5530,5,13448,1559579,448168,40584,310,7,329.0988,5772.36416763,46145,51924,91800,117327,446,133293,164246,18978,3771.656114,494529,34,56.73,26.5,100.3,NA
2024-2025,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,3544644,244.53558510564,31,398,4126.470831602,11288,2,34687,2721782,650133,72505,17365,1871,664.19266,11446.389030602,86433,101075,196715,271190,650,352371,472187,45975,6655.725539,1144125,45,43.38,14.87,102.6,NA
2024-2025,Oct,31,UTTAR PRADESH,3180,KASHGANJ,1750853,237.384816045356,24,307,1669.122386,4105,0,8392,1082631,239539,27933,1049,86,167.52438,4406.6483738,43431,49143,86956,121648,17,112438,152281,12497,2570.0016078,279831,19,65.4,8.81,100.37,NA
2024-2025,Oct,31,UTTAR PRADESH,3181,AMETHI,3375260,242.391002636655,34,146,2415.567100841,16467,1,24079,2020363,573147,62263,53,3,386.43043,7699.175663441,58146,64985,145718,199712,455,220262,288316,40546,4897.1781326,852331,59,30.74,30.66,100.2,NA
2024-2025,Oct,31,UTTAR PRADESH,3183,SHAMLI,211961,243.141101535262,33,24,201.31076595,1290,0,4301,209671,30257,3835,150,48,5.64618,716.75332495,6260,7133,17833,22448,16,44224,52441,5591,509.796379,66842,13,42.35,17.89,99.78,NA
2024-2025,Oct,31,UTTAR PRADESH,3109,BIJNOR,3735985,236.863836988682,22,220,2311.738742521,6520,5,19275,2355407,891135,117935,23075,1017,526.39802,8417.244159421,103826,124122,191489,274951,259,256604,354348,25795,5579.1073969,751285,21,49.23,12.9,100.19,NA
2024-2025,Oct,31,UTTAR PRADESH,3121,FIROZABAD,2775972,237.333430586642,43,272,2040.41434019,4189,2,16227,2905471,774474,31577,3243,156,257.42987,9193.49820919,66967,69364,105866,114952,436,149252,161087,20416,6895.653999,1216845,29,56.37,14.45,99.49,NA
2024-2025,Oct,31,UTTAR PRADESH,3138,JALAUN,5054263,235.869353229522,45,578,4780.574440013,8505,1,21411,5103959,1441392,85379,826,32,357.87211,17177.121632413,112737,145058,176812,260898,1045,218129,314199,29916,12038.6750824,1941864,43,43.01,42.21,100.48,NA
2024-2025,Oct,31,UTTAR PRADESH,3139,JHANSI,2968782,242.291725808907,49,275,2482.360380928,8949,0,21613,2784868,866191,63686,24545,1549,385.88594,9615.751059628,56349,75012,116526,185079,2396,170533,261661,30562,6747.5047387,1061191,55,48.19,29.21,99.91,NA
2024-2025,Oct,31,UTTAR PRADESH,3143,FATEHPUR,3461451,245.1968665305,33,560,2681.052739534,20376,2,26658,1969641,577299,77826,1393,110,843.3009,8353.851653434,59286,63429,162378,203679,159,253306,308109,47034,4829.4980139,969785,68,29.2,17.25,100.52,NA
2024-2025,Oct,31,UTTAR PRADESH,3145,PRAYAGRAJ,4071424,238.270299688173,34,468,3205.658025024,26327,1,33791,3479817,1585940,169153,1500,168,1286.82644,12783.854859524,101261,119982,247643,353193,2680,417150,565402,60118,8291.3703945,1655103,56,41.04,26.21,100.29,NA
2024-2025,Oct,31,UTTAR PRADESH,3150,SULTANPUR,4318180,239.657823289341,40,438,5834.874546538,24248,6,32816,4345782,1010546,68607,9786,490,607.09166,16856.972752638,106742,113288,209132,244307,713,294434,338891,57064,10415.0065461,2177813,65,28.01,20.81,100.08,NA
2024-2025,Oct,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6045448,239.094614903918,34,226,5906.462479279,12148,7,23540,5783258,1396968,74559,170,10,879.59281,20613.513733279,166443,181029,272484,320067,737,375910,437389,35688,13827.458444,3291892,22,32.86,26.15,99.76,NA
2024-2025,Oct,31,UTTAR PRADESH,3155,DEORIA,3348905,240.533878825147,36,178,2238.347041493,4779,26,22291,2289683,534066,37642,82553,5510,501.72019,8247.530564193,62061,65055,132016,151949,880,205169,232220,27070,5507.4633327,945409,23,55.21,24.15,99.91,NA
2024-2025,Oct,31,UTTAR PRADESH,3160,GHAZIPUR,3949281,238.365166497821,35,661,4125.026012294,24515,1,31862,5462594,1200911,99513,49034,3591,897.43976,18043.387055494,153825,177021,289805,384009,560,422295,544331,56377,13020.9212832,2525523,55,44.89,22.67,99.89,NA
2024-2025,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,3544644,244.840737698735,31,399,4126.470831602,11458,2,34544,2730898,652140,72510,17381,1873,664.19266,11477.014300602,86550,101223,196730,271217,662,352392,472216,46002,6686.350809,1148558,45,43.41,14.84,102.6,NA
2024-2025,Oct,31,UTTAR PRADESH,3176,SHRAVASTI,1856854,242.090175440684,41,221,1183.738174388,6475,2,7880,1681195,453172,33394,8285,1109,280.81672,5534.562819388,40909,48356,80569,114663,620,118120,160121,14355,4070.007925,712118,39,57.86,16.39,100.73,NA
2024-2025,Oct,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3041618,242.083582736397,33,131,2914.408477445,24669,2,30270,2311105,819503,82448,5733,473,726.12728,9235.341542245,69742,77127,158934,212097,556,242152,311235,54939,5594.8057848,1138798,56,42.44,32.8,99.93,NA
2024-2025,Oct,31,UTTAR PRADESH,3180,KASHGANJ,1750853,236.91875531347,25,308,1669.122386,4159,0,8348,1090154,241198,27934,1049,86,167.52438,4419.4260538,43516,49263,86970,121666,23,112465,152312,12507,2582.7792878,281964,19,65.33,8.72,100.37,NA
2024-2025,Oct,31,UTTAR PRADESH,3184,SAMBHAL,1358192,236.025937428488,26,64,1535.525858034,4395,9,17476,1201729,319965,37856,631,43,417.03224,4788.950235634,45847,51713,96367,123223,125,140781,176765,21871,2836.3921376,329727,20,65.5,15.07,100.1,NA
2024-2025,Oct,31,UTTAR PRADESH,3111,RAMPUR,2642032,239.551398860524,38,197,2826.301165155,4184,4,15163,2476051,491671,34466,1078,55,451.21547,9208.931442155,64340,72771,113528,141312,970,160697,194177,19347,5931.414807,673550,22,60.02,18.51,100.55,NA
2024-2025,Oct,31,UTTAR PRADESH,3112,SAHARANPUR,1224326,244.212063504988,22,117,1151.211612701,7761,3,16404,933344,441081,72312,1947,280,246.63504,3677.185294701,42191,48587,93830,137788,107,161309,221760,24165,2279.338642,368207,27,58.55,14.18,100.18,NA
2024-2025,Nov,31,UTTAR PRADESH,3110,MORADABAD,2232663,239.976162399526,38,243,2424.057894748,5447,4,17438,2455352,466163,34204,1651,122,572.65678,8888.974177748,63381,74163,117229,158972,1154,180647,248156,22885,5892.259503,750171,26,71.8,10.97,101.72,NA
2024-2025,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1326841,241.620531824039,26,110,1684.758565801,9425,3,16706,1265757,580793,73073,2651,284,246.63504,4989.722400801,47824,55714,95694,140732,362,162087,223324,26131,3058.328795,497508,29,60.05,11.83,100.68,NA
2024-2025,Nov,31,UTTAR PRADESH,3116,GHAZIABAD,0,231.219512195122,12,0,0.1,7,143,24,123,51,17,0,0,0,0.3844,10,12,30,50,0,14797,22205,31,0.2844,21,41,76.67,0,100,NA
2024-2025,Nov,31,UTTAR PRADESH,3117,BULANDSHAHR,387785,235.968281253721,28,66,606.934892781,1284,14,10468,461889,96654,9951,307,44,55.79923,1752.645657381,16023,16747,42866,48049,263,78419,87324,11752,1089.9115346,170191,18,58.62,18.34,100.25,NA
2024-2025,Nov,31,UTTAR PRADESH,3120,AGRA,2352281,237.949073145195,42,215,4188.370486607,9244,0,16724,3222522,925834,53494,12785,777,460.3509,12316.682617507,75619,93618,125189,175660,1959,174987,237114,25968,7667.9612309,1284707,41,60.57,14.07,100.47,NA
2024-2025,Nov,31,UTTAR PRADESH,3124,BUDAUN,3304753,239.559471795445,39,618,2675.934308272,24871,2,23703,3114816,529493,36513,3545,170,461.68991,10599.460975272,78568,85726,145554,177621,1735,223552,268240,48574,7461.836757,877356,57,44.35,17.21,100.07,NA
2024-2025,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3344040,237.202956992292,33,882,3281.650257471,17834,3,19861,2648502,743681,74789,650,85,895.91372,10459.889037471,80103,92008,178323,247338,1492,294808,385124,37695,6282.32506,642732,56,52.36,9.46,99.97,NA
2024-2025,Nov,31,UTTAR PRADESH,3130,HARDOI,5472660,240.985752738129,42,502,8505.570246695,27395,10,40034,5978261,1894216,104146,5888,435,881.27896,23793.606478195,142084,156095,249734,305204,4609,416427,491025,67429,14406.7572715,2092916,48,41.13,22.64,100.87,NA
2024-2025,Nov,31,UTTAR PRADESH,3131,UNNAO,2955892,239.88582605976,39,257,3872.333851475,12576,1,20931,2311679,820509,70027,3944,350,293.95613,9711.680246475,58893,64477,142337,183511,1689,245051,300329,33507,5545.390265,781589,42,53.45,17.08,101.17,NA
2024-2025,Nov,31,UTTAR PRADESH,3140,LALITPUR,3217363,236.56677916537,43,229,4779.34459667001,8841,0,20451,3351209,742775,59799,181000,17809,245.73074,12952.92253107,76350,106647,137637,231177,5738,183115,296618,29292,7927.8471944,1399828,59,43.35,22.69,100,NA
2024-2025,Nov,31,UTTAR PRADESH,3157,AZAMGARH,6250729,238.483766154044,45,446,8109.575566003,43851,27,43011,8039241,2830195,127658,17977,726,1204.52295,28486.383223003,175898,187402,288132,333812,6085,435078,518458,86862,19172.284707,3938710,63,35.96,22.88,100.06,NA
2024-2025,Nov,31,UTTAR PRADESH,3163,SONBHADRA,3064319,234.207600642093,37,520,3992.572295356,19217,2,22101,2841331,841367,84728,849263,83868,395.71537,11042.900826756,76786,98076,180480,278819,2537,262142,392072,41318,6654.6131614,1505197,66,51.69,21.41,100.71,NA
2024-2025,Nov,31,UTTAR PRADESH,3166,HATHRAS,990891,231.949380168131,31,43,1079.492369817,4394,12,8133,785100,256865,24248,620,51,141.23162,3041.758573517,24578,28736,53990,72561,300,78536,101469,12527,1821.0345837,218501,11,60.65,18.1,100.02,NA
2024-2025,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1808921,240.647477967057,37,272,2907.18609598,6408,5,13745,1895911,552776,41090,393,10,329.0988,7798.74690198,50657,57402,93520,119525,781,134488,165839,20153,4562.462006,601647,35,59.02,22.05,100.42,NA
2024-2025,Nov,31,UTTAR PRADESH,3169,AURAIYA,1537144,236.347690060204,41,210,2514.70329998,3917,0,14189,2136060,889990,43398,9759,337,346.17709,7909.40885828,51067,56307,79891,100656,1138,127643,154571,18106,5048.5284683,615452,31,58.34,5.14,99.92,NA
2024-2025,Nov,31,UTTAR PRADESH,3170,KAUSHAMBI,1574374,239.369557749943,35,211,2736.718565402,7281,3,15389,1303629,544521,56422,992,72,304.86818,6162.077717402,37011,42866,86791,120282,842,133734,177661,22670,3120.490972,647625,63,37.96,28.27,101.12,NA
2024-2025,Nov,31,UTTAR PRADESH,3172,KUSHI NAGAR,3841443,242.881556594801,34,417,6871.786342202,15313,2,32268,3112088,740925,72746,19728,1877,664.19266,15094.666779202,90920,106667,197776,272809,1092,353617,473969,47581,7558.687777,1312454,45,43.57,13.33,102.42,NA
2024-2025,Nov,31,UTTAR PRADESH,3175,BALRAMPUR,2701082,240.457341201871,32,102,5249.898219307,9893,0,18073,2180583,565015,40117,49449,3054,597.09878,11090.368903807,67412,72575,131376,157315,461,176758,207153,27966,5243.3719045,950908,36,47.5,26.1,103.99,NA
2024-2025,Nov,31,UTTAR PRADESH,3176,SHRAVASTI,2012332,241.503847541701,43,225,2013.774312104,6643,1,8277,1848453,497521,33506,9689,1110,280.81672,6758.676147104,42178,49950,81108,115384,1088,118778,161069,14920,4464.085115,785439,40,56.25,14.88,100.88,NA
2024-2025,Nov,31,UTTAR PRADESH,3179,MAHOBA,888025,238.377707473019,46,56,1695.400655285,3876,1,9039,1055089,239900,26588,1236,96,124.18951,4334.687135285,22798,31298,51231,92684,1418,81255,139637,12915,2515.09697,386508,56,39.52,35.2,100.26,NA
2024-2025,Nov,31,UTTAR PRADESH,3182,HAPUR,100280,237.314623539811,34,30,35.891161035,614,0,1355,168557,87627,4572,49,6,0,435.901571035,4847,5211,9056,10127,46,16161,18122,1969,400.01041,71101,11,75.89,9.7,99.95,NA
2024-2025,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1326841,242.025988855121,26,114,1691.051185801,9821,3,16651,1304994,593970,73133,2760,284,246.63504,5096.110858801,48374,56408,95948,141127,429,162207,223529,26472,3158.424633,513075,30,60.37,11.65,100.8,NA
2024-2025,Nov,31,UTTAR PRADESH,3121,FIROZABAD,3008408,237.80057269931,50,304,4081.181611866,6023,1,15864,3757993,990057,33779,4369,177,257.42987,13275.140357866,74016,76703,110027,125088,1605,152683,171421,21887,8936.528876,1586734,28,56.58,11.51,99.73,NA
2024-2025,Nov,31,UTTAR PRADESH,3125,BAREILLY,2962695,241.114391777488,29,498,4290.529808773,13575,7,28589,2478172,511119,59698,1478,170,766.41185,11032.171003773,82981,98297,182202,261968,514,267590,366195,42164,5975.229345,512489,42,47.97,13.16,100.88,NA
2024-2025,Nov,31,UTTAR PRADESH,3132,LUCKNOW,1388037,239.004200837055,31,117,1496.502850747,4032,4,11369,642491,412411,59880,1879,261,316.75313,3348.836460747,20295,22880,63864,92524,482,128031,189216,15401,1535.58048,193693,20,50.08,11.11,100.83,NA
2024-2025,Nov,31,UTTAR PRADESH,3155,DEORIA,3629314,240.202671472972,40,188,3921.566545546,5526,20,22318,2622250,607390,38855,94471,5669,501.72019,10722.001288246,65081,68342,132720,156035,1431,205928,237139,27844,6298.7145527,1082737,23,55.37,21.16,99.99,NA
2024-2025,Nov,31,UTTAR PRADESH,3163,SONBHADRA,3064319,234.454280802654,37,522,3998.833295356,19759,2,21710,2883534,853149,84787,863435,83924,395.71537,11155.117566756,77270,98768,180593,278998,2648,262314,392320,41469,6760.5689014,1528324,66,51.75,21.28,100.71,NA
2024-2025,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1808921,240.731204207242,37,275,2908.03659598,6490,5,13832,1936851,561240,41122,409,11,329.0988,7899.74013198,51135,57935,93765,119820,906,134638,166040,20322,4662.604736,615740,35,59.55,21.72,100.58,NA
2024-2025,Nov,31,UTTAR PRADESH,3121,FIROZABAD,3008408,236.681412641094,50,304,4080.929611866,5846,1,16011,3741559,986326,33697,4357,177,257.42987,13193.934177866,73911,76594,109969,124622,1546,152655,170841,21857,8855.574696,1580114,28,56.5,11.52,99.72,NA
2024-2025,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3344040,238.858018930069,33,884,3283.698507471,17983,3,19845,2702156,756565,74891,692,85,895.91372,10633.928517471,80885,92986,178563,247699,1570,295072,385507,37828,6454.31629,655191,55,52.86,9.32,99.98,NA
2024-2025,Nov,31,UTTAR PRADESH,3131,UNNAO,2955892,240.007576583544,39,259,3883.464011475,12679,1,21063,2357197,835934,70077,3992,350,293.95613,9834.871536475,59351,64991,142500,183707,1823,245077,300385,33742,5657.451395,796796,42,53.88,16.85,101.17,NA
2024-2025,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,1630752,238.462325097087,40,71,1747.907711638,5976,16,14341,1480893,339001,24517,54,5,240.43817,5519.717761638,36837,38793,78355,96365,867,110765,132362,20317,3531.37188,359545,32,65.24,17.32,100.04,NA
2024-2025,Nov,31,UTTAR PRADESH,3155,DEORIA,3629314,239.957570408988,40,188,3921.133045546,5485,20,22331,2604426,604848,38784,93996,5647,501.72019,10672.370588246,64846,68094,132673,155767,1418,205866,236795,27816,6249.5173527,1075116,23,55.25,21.28,99.99,NA
2024-2025,Nov,31,UTTAR PRADESH,3159,BALLIA,3764372,237.149929800432,35,232,3937.806374866,15285,11,24220,2419673,487186,47101,86203,7756,986.95962,10663.018815766,67278,73992,162380,203164,794,276259,332689,39505,5738.2528209,1116752,50,51.12,16.68,100.28,NA
2024-2025,Nov,31,UTTAR PRADESH,3109,BIJNOR,4048805,235.945143611449,26,238,4219.930268451,7286,5,20540,3070751,1145810,119041,25669,1039,526.39802,11991.616145351,114377,137703,194303,278894,824,258270,356764,27826,7245.2878569,977427,22,51.28,11.12,100.44,NA
2024-2025,Nov,31,UTTAR PRADESH,3118,ALIGARH,2035245,238.077271351956,33,191,3861.502982008,8769,2,17505,2187926,513089,40286,3106,224,213.72645,9284.183952008,64532,71539,130786,162069,1278,190049,230358,26274,5208.95452,620983,21,68.27,13.11,100.05,NA
2024-2025,Nov,31,UTTAR PRADESH,3120,AGRA,2352281,237.729761295639,43,216,4191.054486607,9659,0,14946,3340869,954835,53582,13589,779,460.3509,12593.645285507,76332,94587,125491,176087,2263,175293,237495,24605,7942.2398989,1330833,37,60.22,14.58,100.45,NA
2024-2025,Nov,31,UTTAR PRADESH,3124,BUDAUN,3304753,238.997230127816,40,626,2677.664558272,25122,2,19559,3225564,550171,36605,3603,170,461.68991,10848.363084272,79635,86920,145956,178099,2172,223809,268551,44681,7709.008616,903531,53,45.07,16.83,100.06,NA
2024-2025,Nov,31,UTTAR PRADESH,3125,BAREILLY,2962695,239.441697075492,30,500,4298.838418773,14282,7,26707,2546958,524450,59741,1494,169,766.41185,11163.729727773,83833,99390,182406,262300,670,267752,366477,40989,6098.479459,525121,40,48.42,12.91,100.86,NA
2024-2025,Nov,31,UTTAR PRADESH,3129,SITAPUR,7100181,239.747484027093,37,839,13150.092093307,32876,11,44451,5789804,2154113,217106,4763,387,744.97,27775.971513407,156440,187066,368995,533060,3292,576784,798021,77327,13880.9094201,1871929,54,42.55,16.57,100.47,NA
2024-2025,Nov,31,UTTAR PRADESH,3137,KANPUR NAGAR,1006672,234.772742279744,34,162,1240.908932738,3869,1,12120,838638,334804,38015,8336,937,93.01239,3302.814753138,24137,27060,63822,89743,549,111340,146775,15989,1968.8934304,226837,28,52.35,10.93,100.86,NA
2024-2025,Nov,31,UTTAR PRADESH,3141,HAMIRPUR,2307388,236.558660607316,47,160,4312.56801634,12080,0,12608,3100002,592127,43367,1136,48,321.98762,11967.87884634,65040,88405,116334,188693,2823,166634,267123,24688,7333.32321,1294238,61,41.19,30.85,101.13,NA
2024-2025,Nov,31,UTTAR PRADESH,3146,BAHRAICH,6187992,238.357158829739,44,317,11888.232043967,37696,10,48944,7396776,1365502,77787,51220,2312,888.09436,30407.071522567,166959,188157,290162,360634,3768,402071,489536,86640,17630.7451186,3516853,67,37.2,15.69,102.17,NA
